recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,spend,y,treatment,uplift,p0,p1,group
10,3) $200 - $350,288.9,0,1,Surburban,0,Web,0,0.0,0,1,5.125453506218637e-10,1.7800696944792385e-08,1.831324229541425e-08,Lost Causes
6,1) $0 - $100,29.99,0,1,Rural,0,Phone,0,0.0,0,1,3.6685905731073953e-10,1.594106963222769e-08,1.630792868953843e-08,Lost Causes
12,1) $0 - $100,47.14,1,0,Urban,1,Phone,0,0.0,0,0,7.681009521109936e-10,1.4931262994994774e-08,1.5699363947105768e-08,Lost Causes
1,3) $200 - $350,271.45,1,0,Surburban,1,Phone,0,0.0,0,1,-3.278323878121298e-13,1.845395054359858e-08,1.8453622711210767e-08,Lost Causes
12,1) $0 - $100,62.62,1,0,Rural,1,Web,0,0.0,0,0,7.843908782230835e-10,1.5247307772948424e-08,1.6031698651171508e-08,Lost Causes
4,3) $200 - $350,290.23,1,1,Surburban,0,Phone,1,0.0,0,1,1.4355355202625834e-08,1.3873624793580703e-07,1.5309160313843287e-07,Takers
7,3) $200 - $350,295.96,0,1,Urban,0,Phone,0,0.0,0,1,1.6211085811923414e-09,1.7199873926610314e-08,1.8820982507802655e-08,Takers
12,3) $200 - $350,240.45,1,1,Surburban,0,Web,0,0.0,0,1,2.597828996923407e-10,1.6276945319899985e-08,1.6536728219592326e-08,Lost Causes
2,4) $350 - $500,491.55,1,1,Urban,0,Phone,0,0.0,0,1,1.9182431534573353e-10,1.9355818530201732e-08,1.9547642845547466e-08,Lost Causes
9,1) $0 - $100,44.29,1,0,Urban,1,Phone,0,0.0,0,0,7.759253226647628e-10,1.5083362450201363e-08,1.5859287772866126e-08,Lost Causes
4,1) $0 - $100,38.54,1,0,Urban,0,Phone,0,0.0,0,0,6.595273182043565e-11,1.6621740239084692e-08,1.6687692970905128e-08,Lost Causes
11,2) $100 - $200,148.45,0,1,Urban,0,Phone,0,0.0,0,1,6.303899728394302e-10,1.4839199233775626e-08,1.5469589206615056e-08,Lost Causes
8,5) $500 - $750,738.51,1,1,Urban,1,Web,0,0.0,0,1,6.786007736473169e-10,1.705974394861742e-08,1.7738344722264736e-08,Lost Causes
1,2) $100 - $200,187.98,1,0,Surburban,0,Web,0,0.0,0,1,6.548664168563845e-11,1.6452672173183383e-08,1.6518158814869022e-08,Lost Causes
4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0.0,0,1,3.5861506943211105e-10,1.5836348786050763e-08,1.6194963855482874e-08,Lost Causes
4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,1,29.99,1,0,-9.93753711875378e-07,0.9999907673412359,0.9999897735875241,Sure Things
6,2) $100 - $200,163.66,0,1,Rural,0,Web,0,0.0,0,1,4.919259084237426e-10,1.5618982960427458e-08,1.61109088688512e-08,Lost Causes
10,"7) $1,000 +",1030.25,1,0,Surburban,1,Multichannel,1,0.0,0,1,3.044765434690343e-08,1.1090670669239977e-07,1.413543610393032e-07,Takers
2,1) $0 - $100,29.99,1,0,Rural,0,Phone,0,0.0,0,1,7.013025361922881e-11,1.7617441833260383e-08,1.7687572086879612e-08,Lost Causes
7,1) $0 - $100,38.25,0,1,Urban,1,Phone,0,0.0,0,1,1.255650714105634e-09,1.5658057894048545e-08,1.691370860815418e-08,Takers
10,3) $200 - $350,251.15,1,1,Urban,1,Web,0,0.0,0,1,6.011743121013422e-10,1.599850231940629e-08,1.6599676631507633e-08,Lost Causes
11,3) $200 - $350,256.47,1,1,Surburban,1,Web,1,0.0,0,1,5.669060197148486e-08,8.77540699930906e-08,1.4444467196457546e-07,Takers
2,4) $350 - $500,417.04,0,1,Surburban,1,Web,0,0.0,0,1,6.65495672415327e-10,1.845736522908985e-08,1.9122860901505176e-08,Lost Causes
5,"7) $1,000 +",1239.54,1,0,Surburban,1,Multichannel,1,0.0,0,1,1.569064655596849e-08,1.3331510365923127e-07,1.4900575021519976e-07,Takers
1,2) $100 - $200,102.48,1,0,Surburban,1,Phone,0,0.0,0,1,2.4547248559016957e-10,1.592118699608054e-08,1.616665948167071e-08,Lost Causes
2,3) $200 - $350,258.85,1,0,Urban,0,Multichannel,0,0.0,0,0,2.0049998544945863e-10,2.0205666584176748e-08,2.0406166569626207e-08,Lost Causes
5,1) $0 - $100,29.99,0,1,Surburban,0,Web,1,0.0,0,1,-4.586086018007887e-09,9.413416266575103e-08,8.954807664774314e-08,Lost Causes
11,2) $100 - $200,150.36,1,0,Surburban,1,Web,0,0.0,0,1,7.502188767387171e-10,1.4583309515833828e-08,1.5333528392572546e-08,Lost Causes
6,3) $200 - $350,338.12,1,0,Surburban,0,Web,1,0.0,0,1,-2.372772880030159e-09,9.943914381483518e-08,9.706637093480503e-08,Lost Causes
11,1) $0 - $100,82.66,1,0,Urban,1,Phone,0,0.0,0,0,7.576612636167474e-10,1.4728247476212406e-08,1.5485908739829153e-08,Lost Causes
1,4) $350 - $500,487.42,0,1,Surburban,1,Phone,0,0.0,0,0,-4.727815167403706e-13,1.932692782068805e-08,1.932645503917131e-08,Lost Causes
10,1) $0 - $100,70.54,0,1,Surburban,1,Phone,0,0.0,0,1,7.362825313778126e-10,1.5189641654527604e-08,1.5925924185905417e-08,Lost Causes
9,3) $200 - $350,239.54,0,1,Rural,0,Multichannel,1,0.0,0,1,8.917523181972632e-09,1.5340983817196658e-07,1.623273613539392e-07,Takers
4,4) $350 - $500,389.2,1,0,Surburban,0,Multichannel,0,0.0,0,1,6.371367333004683e-10,1.7661439132215063e-08,1.829857586551553e-08,Lost Causes
3,5) $500 - $750,602.75,1,0,Surburban,1,Multichannel,0,0.0,0,1,6.362078126990752e-10,1.764064413578422e-08,1.8276851948483295e-08,Lost Causes
1,3) $200 - $350,224.3,0,1,Surburban,0,Multichannel,1,0.0,0,1,-1.384262948335385e-08,1.477193478834307e-07,1.3387671840007686e-07,Lost Causes
6,4) $350 - $500,426.78,1,1,Surburban,1,Web,1,0.0,0,1,1.0313547921200046e-09,1.576711215624569e-07,1.587024763545769e-07,Takers
11,2) $100 - $200,105.52,0,1,Rural,1,Web,0,0.0,0,1,1.4390988868425415e-09,1.581847844554694e-08,1.7257577332389482e-08,Takers
1,3) $200 - $350,235.47,1,1,Urban,1,Web,0,0.0,0,0,-2.786562492704358e-13,1.9323441989909683e-08,1.9323163333660412e-08,Lost Causes
6,3) $200 - $350,319.88,1,0,Urban,1,Web,0,0.0,0,1,1.0078560036542046e-09,1.6075579168189674e-08,1.7083435171843878e-08,Takers
1,3) $200 - $350,212.86,0,1,Rural,0,Phone,0,0.0,0,1,7.457622740918901e-10,1.7334444367634247e-08,1.8080206641726137e-08,Lost Causes
2,3) $200 - $350,225.86,1,0,Urban,0,Web,0,0.0,0,1,1.9551060697462486e-10,1.969839078052075e-08,1.9893901387495376e-08,Lost Causes
3,3) $200 - $350,266.98,0,1,Rural,1,Multichannel,0,0.0,0,1,-4.0140766664632145e-14,1.827668067144061e-08,1.8276640530673947e-08,Lost Causes
12,1) $0 - $100,39.62,0,1,Urban,0,Phone,0,0.0,0,0,7.466423235523104e-10,1.6442328896376337e-08,1.7188971219928647e-08,Lost Causes
1,1) $0 - $100,60.68,0,1,Surburban,1,Phone,1,0.0,0,1,1.644403190888871e-09,1.80475111975237e-07,1.8211951516612588e-07,Takers
6,4) $350 - $500,473.33,1,1,Surburban,0,Multichannel,0,0.0,0,1,1.4130382004659903e-09,1.7144871527800468e-08,1.8557909728266458e-08,Takers
10,3) $200 - $350,258.33,0,1,Rural,0,Phone,0,0.0,0,1,5.295592969251833e-10,1.839266508779705e-08,1.8922224384722233e-08,Lost Causes
9,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0.0,0,0,-6.740480986498828e-10,1.6139599382983832e-08,1.546555128433395e-08,Lost Causes
6,2) $100 - $200,165.05,0,1,Surburban,1,Phone,0,0.0,0,1,2.650285919274735e-10,1.5148558449688015e-08,1.541358704161549e-08,Lost Causes
12,2) $100 - $200,125.07,1,0,Surburban,0,Phone,0,0.0,0,1,-2.962986314282913e-10,1.606169357348919e-08,1.5765394942060898e-08,Lost Causes
1,"6) $750 - $1,000",974.48,0,1,Surburban,1,Web,0,0.0,0,1,-4.0480532693726416e-13,1.8620394814050745e-08,1.8619990008723808e-08,Lost Causes
12,3) $200 - $350,251.31,1,0,Urban,0,Phone,0,0.0,0,1,-2.0771430210352777e-10,1.6184936116343335e-08,1.5977221814239808e-08,Lost Causes
5,5) $500 - $750,548.02,1,0,Surburban,1,Multichannel,0,0.0,0,0,1.2885680021751016e-09,1.6280107545640965e-08,1.7568675547816066e-08,Takers
3,3) $200 - $350,229.45,0,1,Urban,1,Web,1,0.0,0,1,-2.4547160728635806e-09,1.2200465119913532e-07,1.1954993512627174e-07,Lost Causes
1,5) $500 - $750,576.78,0,1,Surburban,1,Multichannel,0,0.0,0,0,-5.007611769338988e-13,1.9573599360242198e-08,1.9573098599065264e-08,Lost Causes
1,5) $500 - $750,529.36,1,0,Rural,1,Multichannel,0,0.0,0,1,-3.622396512133363e-14,1.841266802322357e-08,1.841263179925845e-08,Lost Causes
10,2) $100 - $200,102.18,0,1,Surburban,1,Web,0,0.0,0,1,1.1192182671083508e-09,1.527444317358426e-08,1.639366144069261e-08,Takers
10,3) $200 - $350,325.05,0,1,Surburban,1,Web,0,0.0,0,1,6.245072634699016e-10,1.6615187614973637e-08,1.723969487844354e-08,Lost Causes
5,5) $500 - $750,580.85,1,1,Surburban,1,Web,0,0.0,0,0,6.600948497371801e-10,1.659470558194336e-08,1.725480043168054e-08,Lost Causes
2,3) $200 - $350,321.61,0,1,Surburban,0,Phone,1,0.0,0,1,1.8564716167749035e-09,1.222656495638385e-07,1.241221211806134e-07,Takers
8,4) $350 - $500,440.86,1,0,Urban,0,Phone,0,0.0,0,1,6.555870815355901e-10,1.697552311855027e-08,1.763111020008586e-08,Lost Causes
9,"6) $750 - $1,000",880.11,1,1,Rural,1,Web,0,0.0,0,1,6.806187948501742e-10,1.810887921885129e-08,1.8789498013701463e-08,Lost Causes
3,1) $0 - $100,97.2,0,1,Surburban,1,Web,0,0.0,0,1,2.2965402439167522e-10,1.6565011504075286e-08,1.679466552846696e-08,Lost Causes
11,3) $200 - $350,240.36,1,1,Urban,0,Web,0,0.0,0,1,2.5978452929918676e-10,1.6276954719031197e-08,1.6536739248330384e-08,Lost Causes
10,3) $200 - $350,253.65,0,1,Urban,0,Phone,1,0.0,0,1,4.74476512257048e-08,1.0321352013926641e-07,1.506611713649712e-07,Takers
4,1) $0 - $100,99.97,0,1,Surburban,1,Web,0,0.0,0,1,2.2836747614500132e-10,1.6481488979663097e-08,1.67098564558081e-08,Lost Causes
8,1) $0 - $100,68.29,1,0,Surburban,1,Phone,0,0.0,0,1,5.218071776164242e-10,1.5300970718062714e-08,1.582277789567914e-08,Lost Causes
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0.0,0,1,7.57018784170525e-10,1.4715300731545737e-08,1.5472319515716262e-08,Lost Causes
10,2) $100 - $200,155.39,1,0,Surburban,0,Phone,0,0.0,0,1,-6.067486316992049e-10,1.5513368065641384e-08,1.490661943394218e-08,Lost Causes
4,3) $200 - $350,293.79,0,1,Urban,1,Phone,0,0.0,0,1,6.124967021561789e-10,1.6983423169968116e-08,1.7595919872124295e-08,Lost Causes
7,3) $200 - $350,297.21,1,0,Surburban,1,Web,0,0.0,0,0,1.0661692725050198e-09,1.7005801430727304e-08,1.8071970703232324e-08,Takers
3,2) $100 - $200,184.73,0,1,Surburban,1,Web,0,0.0,0,0,8.102363303729963e-10,1.6061889848110234e-08,1.687212617848323e-08,Lost Causes
10,3) $200 - $350,228.92,1,0,Rural,0,Phone,1,0.0,0,1,5.209531566208277e-09,8.543602817148514e-08,9.064555973769341e-08,Takers
9,2) $100 - $200,167.58,0,1,Rural,0,Phone,0,0.0,0,1,9.02123958029789e-10,1.5117643978557562e-08,1.601976793658735e-08,Lost Causes
10,1) $0 - $100,32.96,1,0,Rural,0,Web,0,0.0,0,1,-6.848891758520339e-10,1.6397692393546996e-08,1.571280321769496e-08,Lost Causes
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0.0,0,0,-6.696670823291061e-10,1.6034657854978647e-08,1.536499077264954e-08,Lost Causes
11,2) $100 - $200,119.67,1,0,Urban,0,Phone,0,0.0,0,1,-2.909506857450889e-10,1.577008393880892e-08,1.547913325306383e-08,Lost Causes
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0.0,0,0,1.727064482470827e-10,1.6491491858843276e-08,1.666419830709036e-08,Lost Causes
12,1) $0 - $100,38.27,1,0,Urban,0,Web,0,0.0,0,0,-7.156149282769964e-10,1.713279604541153e-08,1.6417181117134534e-08,Lost Causes
2,3) $200 - $350,310.63,0,1,Surburban,0,Phone,0,0.0,0,1,1.7521873580633772e-10,1.7650212456462257e-08,1.7825431192268595e-08,Lost Causes
10,4) $350 - $500,434.17,0,1,Urban,0,Web,0,0.0,0,1,5.093947276682021e-10,1.7688728783545677e-08,1.819812351121388e-08,Lost Causes
1,4) $350 - $500,401.84,1,1,Surburban,1,Multichannel,0,0.0,0,0,-6.784354325573501e-13,1.952602109576462e-08,1.9525342660332064e-08,Lost Causes
2,2) $100 - $200,175.92,0,1,Rural,0,Phone,1,0.0,0,1,-1.0893074929917233e-09,1.4757621946781256e-07,1.4648691197482084e-07,Lost Causes
4,5) $500 - $750,616.39,1,0,Surburban,1,Phone,0,0.0,0,1,6.330255780539501e-10,1.7551594256240963e-08,1.8184619834294913e-08,Lost Causes
1,1) $0 - $100,46.41,0,1,Surburban,1,Web,0,0.0,0,1,5.494576239739581e-10,1.6856665678995192e-08,1.740612330296915e-08,Lost Causes
11,1) $0 - $100,58.32,0,1,Rural,0,Phone,0,0.0,0,1,2.2757295538312845e-10,1.575964961332688e-08,1.5987222568710008e-08,Lost Causes
2,4) $350 - $500,433.3,1,0,Urban,0,Multichannel,0,0.0,0,1,1.9221608342456816e-10,1.9361000070457703e-08,1.955321615388227e-08,Lost Causes
1,1) $0 - $100,49.52,1,0,Surburban,0,Phone,0,0.0,0,0,6.64620493057155e-11,1.668858832195426e-08,1.6755050371259977e-08,Lost Causes
10,3) $200 - $350,245.97,0,1,Urban,1,Phone,0,0.0,0,1,6.135252427964941e-10,1.6324050719914955e-08,1.693757596271145e-08,Lost Causes
7,2) $100 - $200,143.54,1,0,Rural,1,Phone,0,0.0,0,1,5.15617122972296e-10,1.5119793157633784e-08,1.563541028060608e-08,Lost Causes
3,1) $0 - $100,63.57,0,1,Rural,1,Web,0,0.0,0,1,5.282887183001312e-10,1.726830907583208e-08,1.779659779413221e-08,Lost Causes
3,1) $0 - $100,79.32,1,0,Surburban,0,Web,0,0.0,0,0,6.243139868485499e-11,1.5685438743821518e-08,1.5747870142506373e-08,Lost Causes
2,2) $100 - $200,175.94,1,0,Surburban,1,Phone,0,0.0,0,0,8.190355954247486e-10,1.5734399455706133e-08,1.655343505113088e-08,Lost Causes
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0.0,0,1,7.704134482014809e-10,1.4976216054549134e-08,1.5746629502750615e-08,Lost Causes
5,5) $500 - $750,545.52,1,1,Surburban,1,Multichannel,0,0.0,0,0,9.220335093668401e-10,1.65026239364567e-08,1.742465744582354e-08,Lost Causes
1,5) $500 - $750,573.98,0,1,Surburban,1,Multichannel,0,0.0,0,1,-5.007611769338988e-13,1.9573599360242198e-08,1.9573098599065264e-08,Lost Causes
2,5) $500 - $750,522.26,1,0,Surburban,1,Web,0,0.0,0,0,6.341561121742815e-10,1.7584566152718345e-08,1.8218722264892627e-08,Lost Causes
4,4) $350 - $500,377.94,1,0,Urban,0,Phone,0,0.0,0,1,6.48790473846229e-10,1.7984370054130874e-08,1.8633160527977103e-08,Lost Causes
2,2) $100 - $200,198.64,1,0,Urban,0,Web,0,0.0,0,1,2.4389776470899685e-10,1.7488041244915326e-08,1.7731939009624322e-08,Lost Causes
4,2) $100 - $200,113.52,1,0,Surburban,1,Phone,0,0.0,0,0,2.3845922331762856e-10,1.5473149428908325e-08,1.5711608652225953e-08,Lost Causes
6,3) $200 - $350,315.29,1,0,Urban,0,Web,0,0.0,0,1,2.523741543842232e-10,1.6199762711623302e-08,1.6452136866007525e-08,Lost Causes
3,1) $0 - $100,43.11,1,0,Urban,1,Web,0,0.0,0,0,2.445729748498078e-10,1.5866200659241827e-08,1.6110773634091635e-08,Lost Causes
5,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0.0,0,1,-6.906558021126214e-11,1.6469708777412203e-08,1.640064319720094e-08,Lost Causes
5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,1,0.0,0,1,-7.771670376072384e-09,6.413548221403195e-08,5.636381183795957e-08,Lost Causes
1,3) $200 - $350,273.39,1,1,Surburban,1,Multichannel,0,0.0,0,0,-5.668075534911076e-13,2.007670321011267e-08,2.007613640255918e-08,Lost Causes
7,1) $0 - $100,29.99,1,0,Rural,0,Phone,0,0.0,0,1,-3.624666722704459e-10,1.5986377627998088e-08,1.5623910955727642e-08,Lost Causes
1,3) $200 - $350,315.6,0,1,Surburban,0,Phone,0,0.0,0,1,-1.8980642628771537e-13,1.9077931739707896e-08,1.9077741933281608e-08,Lost Causes
2,"6) $750 - $1,000",750.01,1,1,Urban,1,Web,0,0.0,0,1,6.882639609934023e-10,1.909375741733134e-08,1.9782021378324743e-08,Lost Causes
5,5) $500 - $750,739.86,1,1,Urban,1,Phone,1,121.45,1,0,5.264877697142012e-07,0.9999952782026025,0.9999958046903722,Takers
2,3) $200 - $350,239.31,1,0,Surburban,0,Phone,0,0.0,0,1,1.9200777193770102e-10,1.9341775745741094e-08,1.9533783517678795e-08,Lost Causes
10,1) $0 - $100,35.79,1,0,Urban,1,Web,0,0.0,0,1,7.753366044482102e-10,1.507186573852684e-08,1.584720234297505e-08,Lost Causes
12,3) $200 - $350,204.22,1,0,Surburban,1,Web,0,0.0,0,1,1.02026729092378e-09,1.4931318647115442e-08,1.5951585938039222e-08,Takers
5,4) $350 - $500,457.74,0,1,Surburban,0,Multichannel,0,0.0,0,0,1.413114877299576e-09,1.7144796005237857e-08,1.8557910882537433e-08,Takers
2,5) $500 - $750,502.85,0,1,Surburban,1,Multichannel,0,0.0,0,0,-3.8128049543836063e-10,1.866955617767118e-08,1.828827568223282e-08,Lost Causes
9,5) $500 - $750,567.55,1,1,Urban,1,Web,1,0.0,0,1,3.048820762121556e-08,1.3185602137284464e-07,1.623442289940602e-07,Takers
3,5) $500 - $750,526.15,1,0,Urban,1,Multichannel,0,0.0,0,1,6.179103859090747e-10,1.7133259959198938e-08,1.7751170345108013e-08,Lost Causes
10,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0.0,0,0,-6.90740300068561e-11,1.6469709097801032e-08,1.6400635067794176e-08,Lost Causes
2,5) $500 - $750,559.95,1,0,Surburban,1,Phone,0,0.0,0,1,6.529269731388804e-10,1.8105317896977197e-08,1.8758244870116077e-08,Lost Causes
2,3) $200 - $350,229.24,0,1,Urban,0,Phone,0,0.0,0,1,1.7002105490266157e-10,1.7133957600097286e-08,1.7303978654999947e-08,Lost Causes
1,1) $0 - $100,44.09,1,0,Surburban,1,Web,0,0.0,0,1,2.458703382701606e-10,1.5946383461877632e-08,1.6192253800147793e-08,Lost Causes
11,"6) $750 - $1,000",884.26,1,1,Rural,1,Phone,0,0.0,0,0,6.984274518845181e-10,1.858271383783592e-08,1.9281141289720437e-08,Lost Causes
4,"6) $750 - $1,000",929.33,1,0,Surburban,1,Multichannel,0,0.0,0,1,6.746055847638504e-10,1.8702269981400253e-08,1.9376875566164103e-08,Lost Causes
1,2) $100 - $200,130.77,0,1,Rural,1,Web,0,0.0,0,1,5.266047430750367e-10,1.7212203203476416e-08,1.7738807946551453e-08,Lost Causes
11,5) $500 - $750,682.57,0,1,Urban,1,Web,1,0.0,0,1,3.103925560668587e-08,9.086306587951811e-08,1.2190232148620398e-07,Takers
1,5) $500 - $750,535.16,0,1,Rural,1,Web,0,0.0,0,0,-2.308893767667052e-13,1.9596577724113267e-08,1.95963468347365e-08,Lost Causes
9,4) $350 - $500,438.33,0,1,Surburban,0,Phone,0,0.0,0,0,2.0479666729222696e-11,1.8354131631506137e-08,1.837461129823536e-08,Lost Causes
5,3) $200 - $350,297.13,1,1,Rural,0,Multichannel,1,0.0,0,1,1.5059635948859294e-08,9.890808207655446e-08,1.1396771802541376e-07,Takers
5,1) $0 - $100,47.45,0,1,Surburban,1,Phone,0,0.0,0,1,9.059879592413382e-10,1.5416765828787592e-08,1.632275378802893e-08,Lost Causes
4,2) $100 - $200,173.75,1,0,Surburban,0,Web,1,0.0,0,0,1.0816964199194341e-09,1.006400604480365e-07,1.0172175686795594e-07,Takers
2,1) $0 - $100,88.67,1,0,Surburban,1,Web,0,0.0,0,1,2.4042671705656633e-10,1.5594605967924522e-08,1.5835032684981088e-08,Lost Causes
4,3) $200 - $350,245.58,0,1,Urban,0,Web,0,0.0,0,1,4.948005847361732e-10,1.7201125162782917e-08,1.769592574751909e-08,Lost Causes
6,"6) $750 - $1,000",839.27,0,1,Urban,1,Web,1,0.0,0,0,1.6485657751465852e-08,1.1059892748233171e-07,1.2708458523379756e-07,Takers
5,1) $0 - $100,29.99,0,1,Urban,1,Web,1,0.0,0,1,3.49548875213253e-09,1.2630184536376837e-07,1.297973341159009e-07,Takers
9,4) $350 - $500,352.99,1,0,Urban,1,Phone,0,0.0,0,0,1.6225825772232278e-09,1.6685277373583642e-08,1.830785995080687e-08,Takers
7,4) $350 - $500,464.13,1,0,Surburban,1,Multichannel,0,0.0,0,0,1.342720891205723e-09,1.6965073554459188e-08,1.830779444566491e-08,Takers
5,4) $350 - $500,491.51,1,1,Surburban,1,Multichannel,0,0.0,0,1,9.220457829121604e-10,1.6502586482425613e-08,1.7424632265337773e-08,Lost Causes
5,2) $100 - $200,185.24,1,0,Rural,0,Web,0,0.0,0,1,-3.3108041106083145e-10,1.657863074937284e-08,1.624755033831201e-08,Lost Causes
4,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0.0,0,1,1.6766062689916203e-10,1.6027421540298468e-08,1.619508216719763e-08,Lost Causes
1,2) $100 - $200,118.28,0,1,Surburban,0,Phone,0,0.0,0,0,4.38356345612724e-10,1.6801716311997247e-08,1.724007265760997e-08,Lost Causes
1,1) $0 - $100,67.1,0,1,Surburban,0,Web,0,0.0,0,1,-2.0435638062109798e-11,1.7083702320294594e-08,1.7063266682232484e-08,Lost Causes
9,2) $100 - $200,137.44,0,1,Urban,0,Phone,0,0.0,0,0,6.362829524081444e-10,1.4977918285530056e-08,1.56142012379382e-08,Lost Causes
11,4) $350 - $500,410.36,1,0,Surburban,0,Web,0,0.0,0,1,-2.2077864783478746e-10,1.7206581910608827e-08,1.698580326277404e-08,Lost Causes
12,3) $200 - $350,269.71,1,0,Urban,0,Web,0,0.0,0,0,-2.1538444989035215e-10,1.6782744662003298e-08,1.6567360212112946e-08,Lost Causes
12,1) $0 - $100,33.29,0,1,Urban,0,Phone,0,0.0,0,0,3.756686710366925e-10,1.6325528926819625e-08,1.6701197597856317e-08,Lost Causes
11,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0.0,0,0,1.1327682416999215e-09,1.5149304133567457e-08,1.628207237526738e-08,Takers
1,2) $100 - $200,158.94,1,0,Rural,0,Web,1,0.0,0,1,-1.1413766026969605e-09,1.3009350070621514e-07,1.2895212410351817e-07,Lost Causes
4,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0.0,0,1,6.218336842705507e-11,1.5631006163980044e-08,1.56931895324071e-08,Lost Causes
5,3) $200 - $350,327.44,1,1,Surburban,0,Web,1,0.0,0,1,8.43751627843821e-09,9.829221177756627e-08,1.0672972805600448e-07,Takers
9,2) $100 - $200,127.41,0,1,Urban,0,Web,0,0.0,0,1,2.3281690117793732e-10,1.57754408514582e-08,1.6008257752636137e-08,Lost Causes
1,1) $0 - $100,59.78,1,0,Urban,1,Phone,0,0.0,0,1,2.61721816636809e-10,1.697756500274052e-08,1.723928681937733e-08,Lost Causes
11,3) $200 - $350,319.47,1,0,Urban,0,Web,0,0.0,0,1,-2.110288856943732e-10,1.644367801079993e-08,1.6232649125105556e-08,Lost Causes
7,1) $0 - $100,56.34,1,0,Urban,1,Phone,0,0.0,0,1,5.094222493656033e-10,1.4938309582806304e-08,1.5447731832171907e-08,Lost Causes
2,2) $100 - $200,162.97,0,1,Urban,1,Phone,0,0.0,0,0,2.236807166806943e-10,1.6133158807628396e-08,1.635683952430909e-08,Lost Causes
6,2) $100 - $200,124.29,1,0,Urban,0,Phone,0,0.0,0,1,1.729258089537376e-11,1.5606026829807827e-08,1.56233194107032e-08,Lost Causes
7,3) $200 - $350,291.88,1,0,Urban,0,Multichannel,0,0.0,0,0,8.596105290698852e-10,1.7199904359348097e-08,1.8059514888417983e-08,Lost Causes
5,1) $0 - $100,86.48,1,0,Surburban,0,Phone,0,0.0,0,0,-3.5980131315569133e-10,1.5872510826179795e-08,1.5512709513024104e-08,Lost Causes
3,4) $350 - $500,416.16,1,1,Urban,0,Web,1,0.0,0,1,-1.1559826101090533e-08,1.6328941755062462e-07,1.517295914495341e-07,Lost Causes
10,4) $350 - $500,433.43,0,1,Urban,0,Web,0,0.0,0,0,5.093947276682021e-10,1.7688728783545677e-08,1.819812351121388e-08,Lost Causes
3,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0.0,0,0,2.676249890480649e-10,1.735729182787846e-08,1.7624916816926525e-08,Lost Causes
12,1) $0 - $100,59.17,1,0,Surburban,0,Phone,0,0.0,0,0,-6.79075129855203e-10,1.626046740841864e-08,1.5581392278563436e-08,Lost Causes
2,2) $100 - $200,108.18,0,1,Surburban,1,Phone,0,0.0,0,1,2.369403638361251e-10,1.70898362865997e-08,1.7326776650435824e-08,Lost Causes
5,3) $200 - $350,261.97,1,0,Urban,1,Web,0,0.0,0,1,1.037120775721895e-09,1.654227127408847e-08,1.7579392049810365e-08,Takers
8,1) $0 - $100,88.47,0,1,Urban,1,Phone,1,0.0,0,1,3.219627397105823e-09,1.3082848648775196e-07,1.3404811388485778e-07,Takers
9,3) $200 - $350,206.67,1,0,Urban,0,Phone,0,0.0,0,1,-1.8079882330135905e-10,1.577692821371863e-08,1.5596129390417272e-08,Lost Causes
7,1) $0 - $100,49.9,0,1,Urban,0,Web,0,0.0,0,0,-1.7297884053868003e-10,1.6293075608687627e-08,1.6120096768148946e-08,Lost Causes
1,3) $200 - $350,309.41,1,0,Surburban,0,Phone,0,0.0,0,1,-2.7376713030870816e-13,1.9257730583557935e-08,1.9257456816427627e-08,Lost Causes
8,3) $200 - $350,205.88,1,0,Urban,0,Phone,0,0.0,0,1,-1.8248294225100726e-10,1.5923888374774722e-08,1.5741405432523715e-08,Lost Causes
3,4) $350 - $500,409.38,0,1,Surburban,0,Multichannel,0,0.0,0,1,-5.112066610228741e-10,1.9912487123843188e-08,1.9401280462820314e-08,Lost Causes
1,4) $350 - $500,358.61,1,1,Surburban,0,Web,0,0.0,0,1,-5.250113594284255e-13,2.0255816783541624e-08,2.0255291772182196e-08,Lost Causes
2,1) $0 - $100,64.84,1,0,Urban,0,Phone,1,0.0,0,1,-4.211456959495838e-10,1.0527257244549775e-07,1.0485142674954816e-07,Lost Causes
10,1) $0 - $100,65.55,0,1,Urban,1,Web,0,0.0,0,1,7.54841064981421e-10,1.55729557416296e-08,1.632779680661102e-08,Lost Causes
6,4) $350 - $500,462.4,1,1,Rural,1,Multichannel,0,0.0,0,1,6.388903531301612e-11,1.7893535840201255e-08,1.795742487551427e-08,Lost Causes
